Year,Month,Australia,Austria,Belgium,Bulgaria,Canada,Czech Rep.,Denmark,Finland,France,Germany,Greece,Hungary,Ireland,Liechtenstein,Luxembourg,Netherlands,Norway,Poland,Portugal,Rep. of Korea,Romania,Slovakia,Slovenia,Spain,Sweden,Switzerland,Turkey,United Kingdom of Great Britain and Northern Ireland,USA (EOIR),New Zealand,USA (INS/DHS),Cyprus,Iceland,Japan,Croatia,Estonia,Latvia,Malta,Serbia and Kosovo: S/RES/1244 (1999),Lithuania,Albania,Montenegro,The former Yugoslav Rep. of Macedonia,Bosnia and Herzegovina,Italy
2008,August,568,1163,1000,37,3339,113,209,418,2587,1659,1421,240,333,1,55,1289,1647,586,20,31,86,79,10,290,1938,1488,1250,2386,902,11,2041,220,6,128,10,0,8,270,16,19,0,2,6,1,3413
2008,September,429,1295,1071,78,3705,121,252,520,3362,1965,1702,394,360,0,70,1446,1505,949,9,31,103,86,23,343,2146,1578,1742,2846,1108,16,1899,326,13,150,14,0,1,259,1,22,0,0,15,0,3619
2008,October,440,1406,1190,67,3716,176,252,650,3833,1954,1648,445,357,1,35,1438,1411,711,15,24,117,120,23,433,2193,1961,1749,2815,1334,21,2110,232,9,162,31,1,20,189,9,26,0,0,3,12,3301
2008,November,351,1242,1116,49,3237,117,288,551,3014,1730,1429,340,324,2,38,1111,1393,644,12,47,123,66,37,366,1848,1921,1427,2566,983,16,1782,334,6,176,15,4,8,206,4,33,0,0,1,9,3414
2008,December,538,1299,1070,40,2822,117,247,557,3521,1545,1779,321,299,1,27,1081,1404,812,6,35,152,64,18,328,2064,1978,966,2633,1022,26,1887,362,1,161,10,2,3,217,0,35,0,0,2,5,3202
2009,January,442,1213,1291,71,2875,123,341,550,2905,2447,1557,280,254,1,39,1171,1299,367,15,22,80,53,38,291,1932,2127,921,3257,1111,21,1866,303,0,157,3,1,1,220,4,14,0,0,1,23,1685
2009,February,366,1243,964,66,3030,130,257,489,3767,2045,1590,497,270,5,24,1147,1148,344,12,26,104,43,10,339,1669,1263,668,3213,1150,32,1688,369,1,139,5,4,1,227,5,16,0,1,3,3,1360
2009,March,503,1313,1069,91,3351,123,346,491,3643,2079,1571,485,270,12,31,1305,1255,451,16,23,55,71,13,268,1731,1174,874,3817,1322,12,1996,219,3,130,20,3,0,224,24,10,0,5,2,1,1465
2009,April,464,1190,1055,51,3277,134,222,387,3486,1958,1679,348,241,2,37,1233,1236,470,7,23,58,40,12,247,1564,1080,757,2810,1314,21,1947,208,0,112,9,2,2,200,20,9,0,7,5,2,2270
2009,May,606,1223,1059,57,3006,115,312,395,2839,1899,1717,349,229,7,23,1022,1455,521,12,45,55,62,9,217,1588,957,532,2275,1195,26,2346,268,2,110,4,0,1,179,39,18,1,1,50,4,2370
2009,June,558,1299,1158,75,3184,90,215,487,3461,2005,1663,310,244,3,41,1216,1501,1312,24,29,88,77,5,272,1873,1065,531,2297,1279,14,2240,240,6,107,16,0,0,152,31,8,0,0,2,8,1525
2009,July,663,1367,1288,61,2902,105,238,493,3548,2606,1086,480,218,0,46,1171,1716,1565,8,39,57,94,30,240,2052,1164,641,2250,1328,36,2477,245,3,115,11,6,8,148,44,7,1,0,1,2,1425
2009,August,621,1283,1354,53,2238,85,328,555,3173,2527,496,431,226,27,47,1033,1756,2075,7,22,100,61,10,174,2389,1102,594,2003,1035,29,2167,175,11,111,25,4,4,207,21,19,0,0,1,0,565
2009,September,545,1446,1643,68,2508,86,384,569,3463,2703,1584,476,197,68,61,1327,1578,995,9,16,71,104,9,266,2204,1113,668,2021,1251,50,2134,270,1,138,19,6,7,145,26,50,1,2,11,1,1065
2009,October,870,1468,1941,75,2474,99,389,531,4113,2692,1136,519,203,98,34,1573,1435,890,13,17,51,79,2,293,2321,1162,644,2228,1191,38,2173,315,4,90,9,6,19,158,31,24,0,0,2,2,1295
2009,November,963,1319,2057,99,2424,82,426,474,3698,2518,961,253,176,65,58,1468,1149,695,7,36,69,66,12,216,2402,1241,579,2101,1047,40,2252,336,3,82,5,5,7,279,17,14,0,3,4,0,1850
2009,December,821,1457,2352,86,1982,86,397,567,3885,2170,888,244,161,6,64,1239,1035,907,9,26,46,72,31,176,2469,1044,425,1568,1077,17,2240,247,1,93,21,3,2,250,45,22,0,2,4,1,650
2010,January,493,798,1602,98,1939,35,408,419,3320,2716,652,274,189,4,48,1300,805,389,10,16,49,57,12,177,2226,1083,658,1727,1116,32,2084,207,3,70,3,3,2,27,37,10,0,0,35,0,1011
2010,February,1093,792,2488,85,1935,41,412,342,4348,2453,744,254,176,20,53,1156,681,410,18,14,55,18,6,230,2321,1028,438,1800,1096,22,1857,212,2,70,1,0,4,3,23,22,3,0,0,4,675
2010,March,789,874,1564,100,2212,53,374,430,4593,2716,798,232,167,35,17,1347,867,604,8,25,126,48,12,225,3570,1172,605,1876,1289,24,2435,192,2,92,4,3,2,0,58,17,0,2,16,1,1035
2010,April,1036,757,1166,76,1751,38,354,314,3836,2457,659,241,161,7,45,950,527,502,10,21,70,52,1,198,2145,1052,474,1854,1283,18,2401,178,2,76,8,6,11,8,49,4,0,1,8,8,728
2010,May,541,909,1287,54,1664,34,393,362,3729,2417,838,221,179,4,47,755,623,487,16,22,93,68,20,180,1874,944,540,1738,1203,35,2439,211,4,94,7,6,6,10,47,34,0,0,5,3,946
2010,June,2185,899,1354,83,1633,36,311,371,3803,2894,1010,187,154,6,46,893,667,532,15,20,62,55,14,200,1914,1105,620,1867,1386,43,2873,233,4,69,26,2,3,1,54,20,2,0,2,0,973
2010,July,1237,906,1574,93,1656,36,366,316,3738,3380,989,480,162,2,44,832,836,448,15,49,45,53,12,252,1900,969,591,1780,1053,10,2515,213,2,110,30,4,7,41,41,20,1,0,6,5,813
2010,August,1034,1241,1879,94,2319,58,527,311,3604,4101,886,111,174,3,51,1061,936,701,19,49,100,57,15,254,2743,1182,989,1756,1272,41,2706,172,13,123,44,4,7,11,62,36,2,0,9,1,513
2010,September,1003,962,2036,77,2054,25,447,338,3812,4769,1311,115,155,7,91,1244,879,677,15,48,70,43,18,284,3874,1208,1013,1930,1235,23,2476,189,4,123,58,0,3,10,101,29,2,0,11,4,813
2010,October,1118,972,2314,65,1918,29,531,295,4609,4977,1078,116,143,4,97,1314,888,631,11,47,81,35,23,241,4196,1231,1001,2022,1199,19,2425,217,11,139,32,1,5,9,123,54,0,1,0,5,868
2010,November,1165,997,2242,93,2032,48,411,242,3881,4753,912,131,154,8,107,1432,795,550,7,59,56,26,39,289,2832,1353,985,2045,1214,36,2355,350,1,141,46,1,4,9,122,74,0,0,35,0,1040
2010,December,979,905,2243,107,2044,52,431,278,4518,3699,396,102,125,13,100,1049,719,609,16,53,52,29,39,208,2224,1194,1312,1690,1182,22,2723,485,3,104,31,3,7,10,76,52,2,5,47,7,637
2011,January,1059,882,1934,102,1875,36,365,258,4153,3901,606,117,133,9,116,1051,766,126,10,60,49,15,31,238,1963,1058,914,2085,1773,23,2695,184,0,110,38,4,3,8,128,12,4,2,64,3,842
2011,February,715,908,1931,78,1936,32,277,210,4323,3370,920,88,125,4,147,918,605,259,20,42,86,24,33,333,1948,1062,848,1925,1720,25,2344,147,3,157,48,7,18,9,201,29,8,9,37,2,2495
2011,March,849,967,2395,59,2138,42,317,244,4910,3625,1003,136,127,14,237,893,640,331,13,56,123,12,28,366,2303,1602,891,2204,2370,27,3131,127,6,137,41,4,4,28,223,25,0,12,47,5,2989
2011,April,848,980,2105,47,1836,35,286,200,4778,3031,453,164,87,9,147,820,627,294,16,83,94,13,13,430,2040,1303,713,1979,1905,28,2691,124,7,198,31,6,16,1126,273,10,0,11,78,0,2009
2011,May,947,996,1876,24,1815,40,285,225,4618,3501,815,105,100,3,134,1049,818,355,22,74,93,20,22,363,2378,2019,785,2033,2078,42,3060,163,14,128,92,8,39,367,293,16,1,18,77,0,6879
2011,June,537,1079,1738,47,1916,29,254,237,4103,3255,685,158,114,6,114,979,777,387,15,71,108,22,47,217,1963,1436,1030,2213,2015,20,3796,149,2,140,76,5,25,94,407,17,0,44,62,7,6425
2011,July,543,1499,1848,58,1529,46,256,238,4202,3556,989,106,111,1,158,1015,687,373,31,72,254,27,21,173,2063,1468,1167,2345,1377,25,3310,130,5,165,64,10,59,23,348,27,1,24,40,5,4693
2011,August,996,1588,2339,70,2127,40,275,279,3680,4065,650,132,113,19,221,1053,792,589,22,92,191,24,15,281,2567,1485,1501,2041,2011,20,3474,121,8,154,54,6,49,15,424,70,2,21,80,10,4081
2011,September,1218,1460,2629,55,2712,59,342,327,4183,4190,789,118,95,2,312,1015,838,525,39,69,134,38,29,371,2795,1774,1345,2205,1797,31,3021,195,8,163,52,9,55,19,377,39,0,21,93,3,3937
2011,October,1166,1570,2718,70,2745,52,402,309,4583,4184,742,168,72,3,219,1049,752,720,25,148,256,63,25,260,3022,1826,1365,2136,1812,26,3113,178,7,187,85,4,28,74,224,44,0,20,38,3,2803
2011,November,1346,1243,2272,64,2622,52,353,284,3921,4889,873,226,117,3,179,956,659,658,15,109,210,39,12,206,3112,2219,1186,2563,1675,27,3232,166,5,168,126,3,27,32,253,48,0,18,42,3,2001
2011,December,1264,1254,2199,31,2096,29,399,274,4459,4174,786,175,96,1,178,792,723,643,47,135,122,22,31,176,3494,2187,4276,2169,1529,11,3246,81,8,160,100,1,12,58,169,69,1,35,82,3,1202
2012,January,1116,1311,1952,61,1795,45,393,204,4330,4667,556,185,99,8,223,933,793,392,34,117,199,17,10,215,2717,2316,741,2204,2073,24,3240,122,6,166,47,8,9,75,205,28,0,29,15,1,1157
2012,February,1035,997,1537,53,1929,54,319,172,4803,3916,682,105,83,2,133,896,733,445,7,143,183,7,19,215,2366,1935,966,1840,2060,24,3155,114,4,163,33,5,23,20,72,22,0,14,10,3,1169
2012,March,1195,1219,1603,52,1803,39,461,202,4582,3717,710,167,57,4,203,827,816,592,27,161,300,16,13,213,2470,1906,1445,2148,2250,37,3654,137,3,185,42,3,32,28,115,36,0,55,27,1,1422
2012,April,858,1239,1431,28,1698,22,448,165,4007,3283,886,95,67,4,195,664,806,610,29,102,234,19,7,150,2447,2128,1226,1887,2143,24,3588,132,13,182,50,7,16,16,108,51,0,91,48,0,1057
2012,May,1911,1345,1505,63,1763,54,428,204,3918,3590,718,136,75,3,264,607,746,498,37,69,266,43,12,211,3242,2124,1634,2350,2404,41,3810,150,4,219,126,25,26,395,229,50,5,180,80,0,1516
2012,June,1783,1229,1363,64,1630,51,616,244,4310,4127,807,132,68,5,181,643,918,588,18,77,275,67,29,291,3096,2356,1864,1987,1880,13,4039,121,6,166,115,10,19,398,267,50,0,85,121,0,1032
2012,July,1599,1653,1554,57,1424,25,569,255,4859,4752,589,197,91,9,235,708,927,812,34,79,241,103,26,191,4108,2615,1814,2394,1421,22,3941,156,22,180,107,2,7,171,240,66,1,137,49,3,1548
2012,August,1619,1756,1479,107,1427,52,504,309,4502,5486,751,179,84,5,137,791,1003,869,46,76,239,58,18,206,4356,2605,2110,2319,2156,18,3738,151,17,223,117,7,9,176,242,37,2,132,47,8,1547
2012,September,1200,1775,1656,103,1709,33,513,324,4252,6925,744,161,67,10,125,718,954,1254,15,87,260,59,23,203,4916,2092,4310,2535,1639,42,3141,163,8,245,136,1,20,346,359,50,2,230,56,2,1435
2012,October,1410,2117,1758,189,1847,59,629,302,5724,10196,1255,319,105,10,167,1038,1058,1206,9,62,159,63,32,254,5512,2213,3901,2824,1976,40,4085,157,8,274,168,3,10,41,358,37,1,268,82,15,2179
2012,November,884,1523,1388,199,2025,39,663,319,4655,9000,1030,259,72,10,120,903,994,944,21,90,93,51,27,258,4567,2194,3354,2692,1617,26,3430,138,18,272,128,2,13,329,336,52,2,151,59,10,2006
2012,December,1386,1251,1300,253,1451,44,598,222,5313,4880,849,221,71,4,69,936,937,972,18,82,61,45,48,172,4090,1464,3105,2230,1532,13,3232,89,6,268,125,4,5,61,237,50,3,159,44,10,1284
2013,January,1127,1208,1251,243,790,47,760,255,4636,7530,754,285,79,13,73,1305,1062,617,24,93,121,15,49,284,3802,1953,2076,2476,1775,30,3762,98,32,316,168,11,5,23,159,19,3,62,23,9,1638
2013,February,1077,1185,987,213,661,30,590,205,5096,5995,707,662,83,3,69,976,795,702,23,67,94,12,14,447,2970,1633,2735,2325,1667,19,3233,138,21,277,145,9,6,21,196,27,1,129,13,2,1163
2013,March,929,1198,1100,412,692,52,601,226,5367,5790,608,1322,65,1,71,956,963,1279,24,64,125,14,31,440,2964,1661,2661,2350,1677,28,3524,81,20,255,170,4,13,60,394,13,8,164,76,1,1867
2013,April,871,1405,1012,249,830,36,581,228,5402,7712,744,1942,91,5,90,1042,918,1915,71,89,131,24,21,406,3061,1881,3076,2490,2010,38,3479,74,16,234,105,11,16,161,497,13,0,224,145,5,1811
2013,May,858,1445,949,275,777,42,508,210,4659,7683,594,3319,79,15,65,903,883,2857,25,103,137,33,30,447,3084,1513,3068,2414,2263,15,4388,94,9,282,95,17,11,129,374,11,44,193,111,20,1687
2013,June,883,1799,979,412,730,38,534,218,5093,8601,536,4077,72,13,84,1039,997,2296,35,95,103,35,22,452,2978,1412,3810,2426,2005,15,3895,70,7,260,38,2,8,53,284,26,27,295,155,19,1928
2013,July,1085,1802,1114,434,831,40,642,257,5631,9806,776,2176,70,14,94,1187,1400,1483,39,110,184,21,13,433,4061,1672,3829,2749,1643,38,4079,71,9,260,46,12,35,434,379,29,45,587,180,5,2358
2013,August,1186,1352,996,693,912,66,705,319,4533,9830,608,1100,65,8,74,1081,1719,882,30,144,95,34,16,301,4798,1418,3578,2405,2171,18,3852,103,9,240,50,1,31,738,335,44,46,523,293,1,2473
2013,September,1207,1345,1193,939,1110,32,686,329,4506,11729,676,1036,80,8,111,1498,1505,712,54,158,183,7,14,352,7767,1310,5325,2612,2114,18,3494,118,14,238,79,7,25,287,638,11,31,534,121,9,2401
2013,October,967,1693,1110,1230,1140,44,753,267,5836,13285,833,740,81,7,121,1557,1211,537,44,265,135,31,19,354,7908,1624,4406,2840,1676,18,4190,141,15,280,95,5,16,116,651,28,12,340,111,3,3217
2013,November,795,1553,955,1247,968,36,659,264,4812,12401,761,903,108,1,84,1500,997,377,30,196,112,32,4,316,5535,1753,5174,2546,1948,19,3510,143,11,281,57,14,8,127,607,27,1,234,71,15,3013
2013,December,755,1518,857,632,941,40,521,244,4890,9218,628,1011,69,5,52,1355,825,326,107,190,79,23,9,269,5331,1610,5069,2242,1920,36,3968,115,9,329,41,4,11,51,614,29,8,269,44,11,2164
2014,January,686,1327,1017,808,1061,39,569,252,4717,12928,760,1225,98,4,81,1380,696,263,19,122,114,10,15,291,3953,1693,3370,2508,2444,20,3918,121,5,401,53,8,11,73,950,22,8,74,55,3,3375
2014,February,699,1030,780,768,915,38,446,217,4942,10175,888,635,83,11,68,912,553,223,15,125,132,5,28,345,3671,1363,3703,2452,2468,28,3676,117,10,305,31,7,20,43,600,26,5,1,64,0,3176
2014,March,831,1121,818,393,1003,76,508,219,5772,10175,798,577,109,4,66,961,656,357,30,143,104,41,28,408,3915,1419,3993,2801,2738,27,4862,143,5,403,43,7,38,64,519,35,33,43,73,6,3794
2014,April,727,1188,902,293,902,66,614,249,5406,10487,842,618,93,5,38,2224,776,377,31,202,78,14,37,361,4384,1372,4190,2307,2590,26,5046,154,10,370,34,8,15,129,654,10,2,85,83,0,4215
2014,May,829,1523,856,517,976,78,723,217,4338,11560,846,693,105,5,77,3258,1233,442,34,210,120,11,33,351,5560,1572,4071,2220,2415,15,5034,128,10,356,34,10,18,60,783,22,9,113,39,7,5368
2014,June,817,1589,1048,609,932,54,1012,252,4702,12509,729,1088,103,7,60,1702,1155,504,36,238,116,23,25,418,7508,2096,8400,2568,2593,24,5551,132,15,413,33,14,43,194,794,34,10,194,126,6,4553
2014,July,739,2012,1220,892,1087,75,1738,265,5032,16809,889,1498,130,0,69,1998,971,529,44,262,147,6,26,476,8899,2748,10530,2992,2656,31,5965,139,5,440,43,15,64,127,1170,22,19,168,103,4,5607
2014,August,799,2256,1450,1089,1023,86,2308,348,3899,16026,509,2105,125,3,88,2124,1068,564,50,276,89,16,28,453,8401,2382,9993,2892,2278,26,5238,132,15,474,43,21,37,95,1560,30,12,77,51,1,5065
2014,September,772,3090,1710,1194,1516,126,3150,392,4785,17083,674,4744,138,14,118,2865,1274,696,41,298,270,11,53,548,9408,2237,11771,3178,2926,24,5934,179,20,514,37,14,43,179,1532,40,14,126,104,6,7219
2014,October,715,2975,1546,1388,1519,99,1862,406,5555,19232,888,5239,129,5,122,1905,1014,599,41,299,196,24,40,857,7552,2267,9691,3269,3280,21,6636,202,25,478,43,25,31,124,2363,31,34,646,194,3,8890
2014,November,626,3540,1161,1355,1311,71,1116,313,4576,19029,669,8869,155,4,104,1253,832,538,61,389,82,29,15,687,5524,1582,9077,2633,2807,19,5631,152,5,413,32,12,15,77,2218,68,270,469,165,4,6787
2014,December,763,4051,1364,1482,1209,114,769,387,5301,17059,957,14075,170,11,82,1229,735,538,40,331,98,37,33,700,6316,1382,9031,2524,2944,27,6416,131,35,435,26,6,29,115,3445,66,12,316,204,5,5608
2015,January,518,3930,1198,1056,1161,104,654,306,4260,22913,926,11654,215,3,81,884,566,484,48,320,107,14,15,837,4352,1449,5879,2899,3192,20,6008,156,14,504,24,5,17,66,56,15,2,226,201,5,4741
2015,February,633,3059,1049,1028,1147,93,473,313,5344,24073,895,16407,201,5,87,739,483,470,91,230,80,9,14,850,3505,1309,5883,2334,3243,24,5388,124,15,385,25,16,13,159,62,25,6,297,138,1,5076
2015,March,812,2763,1161,1104,1135,171,465,345,6101,30012,789,4750,209,9,78,800,486,485,85,329,167,24,22,1221,3563,1382,6476,2555,3726,28,7271,147,9,529,17,32,17,120,69,9,2,232,141,4,5432
2015,April,680,3696,1067,1118,1135,106,564,337,5464,25842,854,6486,265,4,64,1086,524,542,79,342,213,3,15,1329,3406,1272,7109,2030,3781,48,6667,145,18,512,15,29,24,103,121,27,33,275,131,9,4502
2015,May,756,6183,1590,1326,1163,84,914,514,4493,25121,1005,9800,257,14,80,2252,1166,523,81,412,90,20,12,1057,4844,2080,7186,2638,3800,27,7400,122,7,485,10,9,32,158,73,25,7,363,225,1,5128
2015,June,1035,7480,2262,1606,1339,86,1077,763,5315,34087,1000,16387,334,20,89,2937,1080,699,89,475,88,2,15,1299,6047,3670,11166,3167,4349,33,8229,132,23,600,11,26,49,116,37,11,63,133,610,0,5263
2015,July,1032,8627,3127,1849,1363,75,1063,1463,5404,36507,1066,30872,290,10,84,2991,1349,983,71,561,90,5,10,1138,7517,3786,13509,4428,4110,35,7436,155,22,639,13,22,29,143,117,37,42,4,229,9,8511
2015,August,1244,8380,5144,1433,1302,86,1812,2872,5476,36312,881,46722,332,8,164,5355,2282,1236,76,544,110,6,22,919,11280,3791,13656,3742,3099,41,8554,123,48,713,10,8,20,115,31,33,36,5,15,1,8775
2015,September,1503,10474,6354,2059,1656,101,2756,10824,7324,44481,941,30494,407,37,362,6442,4897,1491,70,558,78,7,38,1199,23773,4415,18452,4141,4385,36,7558,337,62,890,27,43,43,170,34,23,38,8,20,6,11107
2015,October,1526,12020,5379,3529,1470,113,3684,7038,8640,58133,847,487,263,21,372,9995,8575,1259,68,577,91,6,20,1311,38652,4642,23066,5190,4349,14,8388,234,57,895,20,21,71,230,12,34,151,9,29,1,10363
2015,November,1217,11872,5485,2396,1598,116,5094,5704,7881,57688,1001,197,291,9,423,6243,8110,1097,83,590,86,14,43,1340,36203,5565,11820,3463,3524,21,7539,244,44,681,20,10,8,189,7,23,74,18,41,7,8272
2015,December,1402,7133,4879,1659,1598,110,2669,1792,8594,46730,1160,174,212,14,416,3375,1005,985,55,773,67,159,36,866,13317,4762,9383,3381,3827,25,10141,186,36,748,19,10,5,132,34,29,131,41,116,2,6073
2016,January,1394,5772,2341,1884,1656,85,1606,922,5832,57158,1004,299,171,0,227,2492,364,517,23,592,18,0,6,1043,3668,3444,5654,3610,4276,0,7488,176,43,800,11,0,5,93,16,6,0,45,160,0,7367
2016,February,1955,4974,1234,1130,1751,118,866,774,6303,72787,1272,2031,151,0,91,1699,233,761,21,441,69,0,250,922,2195,2489,6390,3190,4653,7,8335,202,25,740,24,0,0,116,12,0,42,5,83,0,7558
2016,March,2038,3201,968,986,1630,90,431,307,6143,65222,2777,4401,106,0,68,1177,258,989,143,595,67,5,187,833,1670,1848,8361,3054,5577,16,10239,163,21,742,139,0,0,135,225,14,0,0,51,0,7265
2016,April,1973,4021,973,1032,1451,95,346,326,6076,66219,3552,5675,107,7,77,850,184,1070,35,506,67,0,13,1154,1489,1583,5912,3440,5553,13,9354,158,10,812,174,0,31,86,9,5,60,11,35,0,7908
2016,May,2496,3758,780,1069,1400,50,345,263,6355,59665,4191,4584,90,6,72,927,177,1310,169,608,34,0,36,1275,1397,1736,4904,3138,5962,11,10461,147,38,832,93,7,0,102,36,5,196,0,65,0,9052
2016,June,2129,3026,734,1367,1585,61,415,284,6184,78578,0,4578,124,0,109,951,197,1396,152,653,54,0,28,1448,1383,2176,4530,2985,6874,9,10954,118,15,924,64,0,45,154,59,36,192,0,76,0,9926
2016,July,1914,2910,1041,1497,1631,60,356,279,6151,76498,0,1725,111,5,93,1338,220,1025,56,551,102,0,32,983,1455,2291,4409,2791,5962,21,9238,186,22,1028,82,0,16,118,80,26,365,5,64,0,10860
2016,August,2265,3070,1195,2734,1945,74,271,409,7129,92069,0,1236,156,0,160,1604,245,741,31,608,116,6,104,1188,1649,2254,7303,3021,6461,13,11115,183,50,1046,77,0,23,167,170,57,610,59,33,0,11266
2016,September,2419,2440,1111,2050,2515,81,291,455,6914,76457,0,1029,183,0,157,1859,225,597,147,561,169,8,91,1455,1727,2034,6791,3150,8376,16,10908,240,140,776,178,5,13,147,19,35,638,8,32,0,12316
2016,October,2546,2427,1269,2490,2395,97,301,262,7038,32344,0,1132,145,0,220,1940,225,373,132,568,0,0,62,1721,1811,1933,8200,2817,8797,19,10705,328,184,978,554,0,48,195,37,88,27,15,37,6,13703
2016,November,3035,2144,1214,1718,2477,44,262,223,6115,25856,0,648,178,0,105,1655,182,358,72,648,0,10,167,1934,1670,1789,8559,2994,9275,7,12422,381,236,958,268,11,47,127,25,47,34,36,7,5,13418
2016,December,3038,2209,1128,780,2322,44,208,223,0,18925,0,553,228,0,150,1473,362,0,96,775,265,7,117,1607,1527,1618,6461,3180,8593,5,11953,222,88,946,129,0,20,98,93,5,0,51,32,11,10954
2017,January,2402,1979,1088,368,2545,85,199,0,6993,16005,0,450,119,16,173,1177,570,318,209,610,77,12,21,2083,1482,1445,6543,2746,8200,13,12392,222,43,1003,28,6,43,106,27,50,21,35,7,11,11524
2017,February,2674,1797,1027,344,2855,69,176,0,6993,14909,0,336,177,21,164,1103,189,276,194,653,108,12,14,2268,1257,1322,6284,2399,8482,5,11608,330,43,926,47,0,36,91,74,0,0,20,22,7,11781
2017,March,3483,1886,1315,494,3376,56,222,0,7993,18028,0,0,163,0,181,1137,342,296,0,722,378,6,110,2459,1464,1449,9482,3074,0,19,16331,484,70,1418,69,0,47,125,5,15,0,30,18,20,13459
2017,April,2462,1695,1019,188,3013,43,160,0,7109,13293,0,0,0,0,153,968,275,255,0,0,546,0,45,1935,1183,1174,5677,0,0,12,10485,196,41,1360,79,7,49,73,14,61,0,13,0,6,9371
2017,May,2534,1852,1243,239,3073,96,249,0,6909,15073,0,0,0,0,147,1082,355,190,0,0,0,7,181,0,1354,1305,7661,0,0,20,13287,0,61,0,119,0,16,155,20,30,0,7,0,5,0
2017,June,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2017,July,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2017,August,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2017,September,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2017,October,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2017,November,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2017,December,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
